Source,Target,Type,Id,Label,Weight,Edge Color
655,117,Directed,397590,,1,
825,117,Directed,397546,,1,
1020,117,Directed,397523,,1,
1144,117,Directed,397457,,1,
787,117,Directed,397407,,1,
487,117,Directed,397353,,1,
1015,117,Directed,397271,,1,
913,117,Directed,397207,,1,
122,117,Directed,397165,,1,
917,117,Directed,396986,,1,
783,117,Directed,396916,,1,
1074,117,Directed,396902,,1,
584,117,Directed,396878,,1,
198,117,Directed,396801,,1,
751,117,Directed,396788,,1,
353,117,Directed,396643,,1,
501,117,Directed,396580,,1,
653,117,Directed,396434,,1,
594,117,Directed,396396,,1,
1002,117,Directed,396290,,1,
352,117,Directed,396244,,1,
516,117,Directed,396189,,1,
486,117,Directed,396104,,1,
638,117,Directed,396055,,1,
747,117,Directed,396004,,1,
999,117,Directed,395962,,1,
168,117,Directed,395911,,1,
936,117,Directed,395850,,1,
800,117,Directed,395810,,1,
1111,117,Directed,395766,,1,
869,117,Directed,395719,,1,
746,117,Directed,395607,,1,
892,117,Directed,395536,,1,
786,117,Directed,395453,,1,
745,117,Directed,395336,,1,
772,117,Directed,395311,,1,
992,117,Directed,395245,,1,
177,117,Directed,395145,,1,
762,117,Directed,395076,,1,
270,117,Directed,394958,,1,
985,117,Directed,394759,,1,
224,117,Directed,394640,,1,
643,117,Directed,394619,,1,
547,117,Directed,394508,,1,
1103,117,Directed,394462,,1,
539,117,Directed,394378,,1,
538,117,Directed,394288,,1,
839,117,Directed,394265,,1,
978,117,Directed,394233,,1,
976,117,Directed,394158,,1,
815,117,Directed,394138,,1,
742,117,Directed,394027,,1,
785,117,Directed,393946,,1,
118,117,Directed,393837,,1,
485,117,Directed,393747,,1,
850,117,Directed,393507,,1,
1119,117,Directed,393479,,1,
229,117,Directed,393459,,1,
1115,117,Directed,393406,,1,
904,117,Directed,393363,,1,
536,117,Directed,393101,,1,
771,117,Directed,393068,,1,
784,117,Directed,393025,,1,
678,117,Directed,392948,,1,
379,117,Directed,392845,,1,
741,117,Directed,392749,,1,
535,117,Directed,392650,,1,
791,117,Directed,392577,,1,
1086,117,Directed,392433,,1,
962,117,Directed,392412,,1,
961,117,Directed,392396,,1,
219,117,Directed,392360,,1,
605,117,Directed,392299,,1,
867,117,Directed,392231,,1,
930,117,Directed,392191,,1,
740,117,Directed,392163,,1,
929,117,Directed,391959,,1,
927,117,Directed,391841,,1,
956,117,Directed,391771,,1,
551,117,Directed,391712,,1,
769,117,Directed,391621,,1,
660,117,Directed,391537,,1,
403,117,Directed,391460,,1,
812,117,Directed,391407,,1,
949,117,Directed,391369,,1,
339,117,Directed,391288,,1,
942,117,Directed,390967,,1,
651,117,Directed,390923,,1,
474,117,Directed,390793,,1,
515,117,Directed,390745,,1,
425,117,Directed,390672,,1,
338,117,Directed,390634,,1,
903,117,Directed,390597,,1,
896,117,Directed,390492,,1,
894,117,Directed,390457,,1,
890,117,Directed,390424,,1,
884,117,Directed,390365,,1,
877,117,Directed,390283,,1,
856,117,Directed,390175,,1,
842,117,Directed,390150,,1,
370,117,Directed,389879,,1,
766,117,Directed,389764,,1,
736,117,Directed,389665,,1,
188,117,Directed,388008,,1,
650,117,Directed,387989,,1,
684,117,Directed,387893,,1,
172,117,Directed,385350,,1,
165,117,Directed,381674,,1,
120,126,Directed,395133,,1,
120,222,Directed,395132,,1,
120,125,Directed,395131,,1,
120,758,Directed,395130,,1,
120,519,Directed,395129,,1,
120,122,Directed,395128,,1,
120,352,Directed,395127,,1,
120,516,Directed,395126,,1,
120,121,Directed,395125,,1,
120,224,Directed,395122,,1,
120,148,Directed,395118,,1,
120,805,Directed,395117,,1,
120,451,Directed,395116,,1,
120,303,Directed,395115,,1,
120,219,Directed,395114,,1,
120,339,Directed,395113,,1,
120,425,Directed,395112,,1,
120,348,Directed,395111,,1,
120,629,Directed,395109,,1,
120,391,Directed,395108,,1,
120,310,Directed,395103,,1,
120,150,Directed,395098,,1,
125,120,Directed,399182,,1,
876,120,Directed,399065,,1,
519,120,Directed,398791,,1,
777,120,Directed,398758,,1,
123,120,Directed,397303,,1,
913,120,Directed,397215,,1,
122,120,Directed,397170,,1,
352,120,Directed,396250,,1,
516,120,Directed,396197,,1,
168,120,Directed,395920,,1,
270,120,Directed,394974,,1,
935,120,Directed,394912,,1,
1103,120,Directed,394473,,1,
978,120,Directed,394239,,1,
785,120,Directed,393950,,1,
1094,120,Directed,393668,,1,
379,120,Directed,392851,,1,
350,120,Directed,392799,,1,
546,120,Directed,392713,,1,
605,120,Directed,392313,,1,
929,120,Directed,391968,,1,
927,120,Directed,391856,,1,
660,120,Directed,391553,,1,
339,120,Directed,391302,,1,
474,120,Directed,390797,,1,
515,120,Directed,390755,,1,
425,120,Directed,390677,,1,
338,120,Directed,390642,,1,
861,120,Directed,390208,,1,
689,120,Directed,390115,,1,
370,120,Directed,389889,,1,
766,120,Directed,389773,,1,
684,120,Directed,387895,,1,
180,120,Directed,385206,,1,
121,222,Directed,395497,,1,
121,758,Directed,395496,,1,
121,177,Directed,395495,,1,
121,224,Directed,395494,,1,
222,121,Directed,399216,,1,
778,121,Directed,399101,,1,
1150,121,Directed,399055,,1,
1038,121,Directed,398899,,1,
519,121,Directed,398792,,1,
777,121,Directed,398759,,1,
802,121,Directed,398718,,1,
845,121,Directed,398665,,1,
756,121,Directed,398536,,1,
495,121,Directed,398179,,1,
754,121,Directed,398116,,1,
829,121,Directed,398067,,1,
1028,121,Directed,397994,,1,
632,121,Directed,397960,,1,
1024,121,Directed,397774,,1,
155,121,Directed,397734,,1,
752,121,Directed,397668,,1,
1136,121,Directed,397561,,1,
1018,121,Directed,397490,,1,
1144,121,Directed,397465,,1,
787,121,Directed,397418,,1,
123,121,Directed,397305,,1,
913,121,Directed,397218,,1,
122,121,Directed,397172,,1,
654,121,Directed,397028,,1,
198,121,Directed,396803,,1,
353,121,Directed,396646,,1,
501,121,Directed,396591,,1,
653,121,Directed,396446,,1,
352,121,Directed,396251,,1,
516,121,Directed,396200,,1,
486,121,Directed,396113,,1,
638,121,Directed,396065,,1,
747,121,Directed,396012,,1,
1157,121,Directed,395783,,1,
869,121,Directed,395727,,1,
746,121,Directed,395619,,1,
892,121,Directed,395552,,1,
786,121,Directed,395467,,1,
745,121,Directed,395342,,1,
772,121,Directed,395317,,1,
991,121,Directed,395211,,1,
177,121,Directed,395153,,1,
988,121,Directed,395065,,1,
935,121,Directed,394914,,1,
985,121,Directed,394770,,1,
984,121,Directed,394741,,1,
643,121,Directed,394621,,1,
982,121,Directed,394587,,1,
539,121,Directed,394398,,1,
978,121,Directed,394241,,1,
742,121,Directed,394035,,1,
485,121,Directed,393759,,1,
484,121,Directed,393716,,1,
582,121,Directed,393676,,1,
229,121,Directed,393461,,1,
536,121,Directed,393105,,1,
771,121,Directed,393070,,1,
350,121,Directed,392800,,1,
741,121,Directed,392758,,1,
791,121,Directed,392590,,1,
909,121,Directed,392470,,1,
219,121,Directed,392365,,1,
605,121,Directed,392319,,1,
867,121,Directed,392239,,1,
740,121,Directed,392173,,1,
1079,121,Directed,392088,,1,
929,121,Directed,391970,,1,
551,121,Directed,391725,,1,
926,121,Directed,391428,,1,
812,121,Directed,391412,,1,
674,121,Directed,391385,,1,
302,121,Directed,391139,,1,
942,121,Directed,390976,,1,
924,121,Directed,390890,,1,
809,121,Directed,390820,,1,
338,121,Directed,390646,,1,
894,121,Directed,390464,,1,
625,121,Directed,390403,,1,
884,121,Directed,390371,,1,
864,121,Directed,390343,,1,
689,121,Directed,390120,,1,
370,121,Directed,389892,,1,
790,121,Directed,389847,,1,
766,121,Directed,389776,,1,
266,121,Directed,389304,,1,
346,121,Directed,388386,,1,
159,121,Directed,386968,,1,
294,121,Directed,386305,,1,
572,121,Directed,384828,,1,
241,121,Directed,384142,,1,
461,121,Directed,383514,,1,
200,121,Directed,382708,,1,
393,121,Directed,382526,,1,
131,121,Directed,382023,,1,
335,121,Directed,381991,,1,
165,121,Directed,381677,,1,
169,121,Directed,380806,,1,
149,121,Directed,380722,,1,
122,126,Directed,397178,,1,
122,222,Directed,397177,,1,
122,125,Directed,397176,,1,
122,632,Directed,397175,,1,
122,462,Directed,397174,,1,
122,177,Directed,397171,,1,
122,224,Directed,397169,,1,
122,539,Directed,397168,,1,
122,536,Directed,397164,,1,
122,805,Directed,397162,,1,
122,183,Directed,397161,,1,
122,770,Directed,397160,,1,
122,451,Directed,397159,,1,
122,219,Directed,397158,,1,
122,593,Directed,397157,,1,
122,403,Directed,397156,,1,
122,425,Directed,397155,,1,
122,348,Directed,397154,,1,
122,629,Directed,397152,,1,
122,391,Directed,397151,,1,
122,782,Directed,397150,,1,
122,310,Directed,397149,,1,
127,122,Directed,399392,,1,
1042,122,Directed,399239,,1,
125,122,Directed,399189,,1,
1150,122,Directed,399057,,1,
519,122,Directed,398797,,1,
777,122,Directed,398764,,1,
756,122,Directed,398542,,1,
632,122,Directed,397968,,1,
752,122,Directed,397675,,1,
487,122,Directed,397367,,1,
913,122,Directed,397229,,1,
783,122,Directed,396922,,1,
501,122,Directed,396605,,1,
1002,122,Directed,396296,,1,
516,122,Directed,396211,,1,
486,122,Directed,396122,,1,
747,122,Directed,396018,,1,
999,122,Directed,395966,,1,
168,122,Directed,395930,,1,
746,122,Directed,395627,,1,
892,122,Directed,395568,,1,
786,122,Directed,395479,,1,
772,122,Directed,395318,,1,
992,122,Directed,395262,,1,
991,122,Directed,395218,,1,
177,122,Directed,395156,,1,
270,122,Directed,394990,,1,
539,122,Directed,394412,,1,
742,122,Directed,394042,,1,
785,122,Directed,393959,,1,
933,122,Directed,393919,,1,
484,122,Directed,393724,,1,
1115,122,Directed,393413,,1,
536,122,Directed,393112,,1,
350,122,Directed,392801,,1,
791,122,Directed,392602,,1,
909,122,Directed,392476,,1,
303,122,Directed,392426,,1,
961,122,Directed,392401,,1,
219,122,Directed,392370,,1,
605,122,Directed,392334,,1,
740,122,Directed,392176,,1,
593,122,Directed,392057,,1,
927,122,Directed,391873,,1,
551,122,Directed,391738,,1,
660,122,Directed,391577,,1,
339,122,Directed,391316,,1,
474,122,Directed,390803,,1,
515,122,Directed,390765,,1,
908,122,Directed,390715,,1,
425,122,Directed,390683,,1,
338,122,Directed,390656,,1,
903,122,Directed,390606,,1,
884,122,Directed,390378,,1,
857,122,Directed,390268,,1,
767,122,Directed,390230,,1,
629,122,Directed,390157,,1,
688,122,Directed,390027,,1,
370,122,Directed,389900,,1,
782,122,Directed,389817,,1,
766,122,Directed,389789,,1,
736,122,Directed,389693,,1,
266,122,Directed,389305,,1,
684,122,Directed,387898,,1,
254,122,Directed,381108,,1,
123,127,Directed,397320,,1,
123,126,Directed,397319,,1,
123,222,Directed,397318,,1,
123,125,Directed,397317,,1,
123,519,Directed,397315,,1,
123,775,Directed,397314,,1,
123,124,Directed,397313,,1,
123,462,Directed,397311,,1,
123,517,Directed,397310,,1,
123,160,Directed,397308,,1,
123,352,Directed,397307,,1,
123,178,Directed,397306,,1,
123,745,Directed,397304,,1,
123,224,Directed,397302,,1,
123,484,Directed,397299,,1,
123,1121,Directed,397298,,1,
123,899,Directed,397297,,1,
123,220,Directed,397296,,1,
123,805,Directed,397295,,1,
123,350,Directed,397294,,1,
123,535,Directed,397293,,1,
123,770,Directed,397292,,1,
123,451,Directed,397291,,1,
123,303,Directed,397290,,1,
123,769,Directed,397288,,1,
123,425,Directed,397287,,1,
123,534,Directed,397281,,1,
127,123,Directed,399393,,1,
126,123,Directed,399325,,1,
125,123,Directed,399190,,1,
519,123,Directed,398798,,1,
777,123,Directed,398765,,1,
802,123,Directed,398727,,1,
631,123,Directed,398235,,1,
1024,123,Directed,397778,,1,
1020,123,Directed,397532,,1,
787,123,Directed,397429,,1,
584,123,Directed,396889,,1,
517,123,Directed,396771,,1,
1058,123,Directed,396740,,1,
1173,123,Directed,396672,,1,
352,123,Directed,396261,,1,
178,123,Directed,395695,,1,
991,123,Directed,395219,,1,
1103,123,Directed,394481,,1,
839,123,Directed,394275,,1,
484,123,Directed,393725,,1,
1121,123,Directed,393592,,1,
350,123,Directed,392802,,1,
535,123,Directed,392677,,1,
740,123,Directed,392177,,1,
1048,123,Directed,391349,,1,
920,123,Directed,390853,,1,
515,123,Directed,390767,,1,
425,123,Directed,390684,,1,
896,123,Directed,390508,,1,
391,123,Directed,390144,,1,
689,123,Directed,390124,,1,
370,123,Directed,389901,,1,
390,123,Directed,388285,,1,
124,772,Directed,397509,,1,
124,348,Directed,397506,,1,
779,124,Directed,399451,,1,
125,124,Directed,399192,,1,
519,124,Directed,398799,,1,
777,124,Directed,398766,,1,
844,124,Directed,398368,,1,
913,124,Directed,397231,,1,
352,124,Directed,396263,,1,
178,124,Directed,395697,,1,
892,124,Directed,395572,,1,
992,124,Directed,395264,,1,
991,124,Directed,395221,,1,
270,124,Directed,394994,,1,
1138,124,Directed,394547,,1,
547,124,Directed,394523,,1,
1103,124,Directed,394482,,1,
1101,124,Directed,393571,,1,
791,124,Directed,392605,,1,
1056,124,Directed,392013,,1,
929,124,Directed,391976,,1,
1048,124,Directed,391350,,1,
339,124,Directed,391318,,1,
942,124,Directed,390984,,1,
515,124,Directed,390769,,1,
425,124,Directed,390685,,1,
896,124,Directed,390510,,1,
689,124,Directed,390127,,1,
738,124,Directed,389972,,1,
182,124,Directed,388164,,1,
325,124,Directed,381924,,1,
125,126,Directed,399198,,1,
125,222,Directed,399197,,1,
125,777,Directed,399194,,1,
125,518,Directed,399193,,1,
125,462,Directed,399188,,1,
125,353,Directed,399187,,1,
125,160,Directed,399186,,1,
125,352,Directed,399185,,1,
125,168,Directed,399184,,1,
125,178,Directed,399183,,1,
125,224,Directed,399181,,1,
125,539,Directed,399180,,1,
125,485,Directed,399174,,1,
125,582,Directed,399173,,1,
125,1121,Directed,399171,,1,
125,536,Directed,399170,,1,
125,220,Directed,399169,,1,
125,805,Directed,399168,,1,
125,350,Directed,399167,,1,
125,183,Directed,399166,,1,
125,349,Directed,399165,,1,
125,451,Directed,399164,,1,
125,303,Directed,399163,,1,
125,219,Directed,399162,,1,
125,551,Directed,399161,,1,
125,403,Directed,399159,,1,
125,474,Directed,399158,,1,
125,515,Directed,399157,,1,
125,910,Directed,399156,,1,
125,425,Directed,399155,,1,
125,846,Directed,399153,,1,
125,348,Directed,399152,,1,
125,629,Directed,399150,,1,
125,391,Directed,399149,,1,
125,370,Directed,399147,,1,
125,782,Directed,399146,,1,
125,534,Directed,399139,,1,
125,310,Directed,399137,,1,
779,125,Directed,399454,,1,
127,125,Directed,399408,,1,
778,125,Directed,399120,,1,
1095,125,Directed,399042,,1,
519,125,Directed,398801,,1,
777,125,Directed,398768,,1,
802,125,Directed,398733,,1,
1168,125,Directed,398493,,1,
863,125,Directed,398313,,1,
631,125,Directed,398237,,1,
495,125,Directed,398184,,1,
775,125,Directed,398158,,1,
632,125,Directed,397970,,1,
852,125,Directed,397906,,1,
893,125,Directed,397877,,1,
752,125,Directed,397678,,1,
801,125,Directed,397644,,1,
1144,125,Directed,397471,,1,
787,125,Directed,397438,,1,
584,125,Directed,396892,,1,
751,125,Directed,396798,,1,
1175,125,Directed,396730,,1,
1174,125,Directed,396688,,1,
353,125,Directed,396655,,1,
501,125,Directed,396617,,1,
1004,125,Directed,396491,,1,
653,125,Directed,396464,,1,
160,125,Directed,396384,,1,
352,125,Directed,396272,,1,
516,125,Directed,396217,,1,
486,125,Directed,396125,,1,
747,125,Directed,396024,,1,
999,125,Directed,395969,,1,
168,125,Directed,395938,,1,
800,125,Directed,395827,,1,
178,125,Directed,395705,,1,
746,125,Directed,395638,,1,
892,125,Directed,395584,,1,
763,125,Directed,395418,,1,
992,125,Directed,395269,,1,
177,125,Directed,395159,,1,
762,125,Directed,395094,,1,
988,125,Directed,395066,,1,
270,125,Directed,395004,,1,
982,125,Directed,394609,,1,
547,125,Directed,394528,,1,
539,125,Directed,394437,,1,
785,125,Directed,393966,,1,
484,125,Directed,393728,,1,
1121,125,Directed,393596,,1,
1119,125,Directed,393496,,1,
536,125,Directed,393116,,1,
220,125,Directed,392874,,1,
350,125,Directed,392805,,1,
546,125,Directed,392714,,1,
535,125,Directed,392689,,1,
791,125,Directed,392612,,1,
909,125,Directed,392481,,1,
219,125,Directed,392371,,1,
605,125,Directed,392345,,1,
740,125,Directed,392184,,1,
1079,125,Directed,392093,,1,
1056,125,Directed,392016,,1,
929,125,Directed,391981,,1,
927,125,Directed,391886,,1,
551,125,Directed,391742,,1,
660,125,Directed,391595,,1,
403,125,Directed,391467,,1,
1047,125,Directed,391358,,1,
339,125,Directed,391329,,1,
942,125,Directed,390989,,1,
515,125,Directed,390775,,1,
910,125,Directed,390727,,1,
425,125,Directed,390688,,1,
338,125,Directed,390660,,1,
896,125,Directed,390517,,1,
348,125,Directed,390404,,1,
884,125,Directed,390382,,1,
688,125,Directed,390033,,1,
370,125,Directed,389913,,1,
782,125,Directed,389818,,1,
766,125,Directed,389799,,1,
684,125,Directed,387899,,1,
310,125,Directed,386371,,1,
413,125,Directed,386219,,1,
180,125,Directed,385209,,1,
126,222,Directed,399329,,1,
126,631,Directed,399327,,1,
126,486,Directed,399324,,1,
126,168,Directed,399323,,1,
126,224,Directed,399322,,1,
126,1103,Directed,399321,,1,
126,761,Directed,399320,,1,
126,667,Directed,399317,,1,
126,805,Directed,399316,,1,
126,349,Directed,399315,,1,
126,451,Directed,399314,,1,
126,303,Directed,399313,,1,
126,593,Directed,399312,,1,
126,551,Directed,399311,,1,
126,403,Directed,399310,,1,
126,425,Directed,399309,,1,
126,736,Directed,399306,,1,
126,310,Directed,399305,,1,
778,126,Directed,399122,,1,
802,126,Directed,398735,,1,
776,126,Directed,398566,,1,
631,126,Directed,398238,,1,
632,126,Directed,397972,,1,
1024,126,Directed,397783,,1,
787,126,Directed,397440,,1,
783,126,Directed,396923,,1,
584,126,Directed,396893,,1,
501,126,Directed,396619,,1,
653,126,Directed,396467,,1,
352,126,Directed,396274,,1,
516,126,Directed,396219,,1,
747,126,Directed,396026,,1,
168,126,Directed,395940,,1,
800,126,Directed,395829,,1,
178,126,Directed,395706,,1,
746,126,Directed,395641,,1,
745,126,Directed,395348,,1,
772,126,Directed,395320,,1,
991,126,Directed,395225,,1,
762,126,Directed,395095,,1,
270,126,Directed,395007,,1,
547,126,Directed,394530,,1,
1103,126,Directed,394490,,1,
785,126,Directed,393967,,1,
484,126,Directed,393729,,1,
1115,126,Directed,393417,,1,
1068,126,Directed,393061,,1,
535,126,Directed,392691,,1,
791,126,Directed,392614,,1,
219,126,Directed,392373,,1,
605,126,Directed,392347,,1,
740,126,Directed,392186,,1,
593,126,Directed,392062,,1,
929,126,Directed,391983,,1,
927,126,Directed,391888,,1,
551,126,Directed,391743,,1,
660,126,Directed,391598,,1,
1048,126,Directed,391351,,1,
339,126,Directed,391332,,1,
474,126,Directed,390806,,1,
515,126,Directed,390776,,1,
425,126,Directed,390690,,1,
338,126,Directed,390662,,1,
896,126,Directed,390518,,1,
890,126,Directed,390436,,1,
861,126,Directed,390218,,1,
689,126,Directed,390138,,1,
738,126,Directed,389987,,1,
370,126,Directed,389915,,1,
782,126,Directed,389819,,1,
766,126,Directed,389801,,1,
736,126,Directed,389707,,1,
266,126,Directed,389306,,1,
684,126,Directed,387900,,1,
310,126,Directed,386373,,1,
180,126,Directed,385210,,1,
566,126,Directed,384747,,1,
258,126,Directed,381168,,1,
127,1109,Directed,399410,,1,
127,222,Directed,399409,,1,
127,1126,Directed,399407,,1,
127,778,Directed,399406,,1,
127,841,Directed,399405,,1,
127,1038,Directed,399404,,1,
127,887,Directed,399402,,1,
127,802,Directed,399401,,1,
127,518,Directed,399400,,1,
127,765,Directed,399399,,1,
127,775,Directed,399398,,1,
127,943,Directed,399397,,1,
127,801,Directed,399396,,1,
127,1018,Directed,399395,,1,
127,487,Directed,399394,,1,
127,462,Directed,399391,,1,
127,353,Directed,399390,,1,
127,501,Directed,399389,,1,
127,160,Directed,399387,,1,
127,352,Directed,399386,,1,
127,516,Directed,399385,,1,
127,486,Directed,399384,,1,
127,168,Directed,399383,,1,
127,786,Directed,399382,,1,
127,763,Directed,399381,,1,
127,745,Directed,399380,,1,
127,177,Directed,399379,,1,
127,446,Directed,399377,,1,
127,224,Directed,399376,,1,
127,539,Directed,399375,,1,
127,611,Directed,399374,,1,
127,538,Directed,399373,,1,
127,712,Directed,399372,,1,
127,933,Directed,399371,,1,
127,485,Directed,399369,,1,
127,484,Directed,399368,,1,
127,582,Directed,399367,,1,
127,1117,Directed,399365,,1,
127,899,Directed,399364,,1,
127,367,Directed,399363,,1,
127,843,Directed,399362,,1,
127,678,Directed,399360,,1,
127,220,Directed,399358,,1,
127,350,Directed,399357,,1,
127,483,Directed,399355,,1,
127,303,Directed,399354,,1,
127,928,Directed,399352,,1,
127,551,Directed,399351,,1,
127,769,Directed,399349,,1,
127,403,Directed,399348,,1,
127,810,Directed,399347,,1,
127,425,Directed,399346,,1,
127,846,Directed,399344,,1,
127,348,Directed,399343,,1,
127,371,Directed,399342,,1,
127,879,Directed,399341,,1,
127,759,Directed,399339,,1,
127,736,Directed,399338,,1,
127,328,Directed,399336,,1,
127,534,Directed,399335,,1,
127,242,Directed,399333,,1,
127,411,Directed,399332,,1,
127,283,Directed,399331,,1,
779,127,Directed,399456,,1,
1126,127,Directed,399132,,1,
778,127,Directed,399123,,1,
1095,127,Directed,399044,,1,
1107,127,Directed,399030,,1,
841,127,Directed,398998,,1,
1038,127,Directed,398902,,1,
887,127,Directed,398837,,1,
802,127,Directed,398736,,1,
776,127,Directed,398567,,1,
756,127,Directed,398546,,1,
1168,127,Directed,398494,,1,
775,127,Directed,398159,,1,
829,127,Directed,398103,,1,
1028,127,Directed,398000,,1,
852,127,Directed,397907,,1,
826,127,Directed,397814,,1,
1024,127,Directed,397784,,1,
752,127,Directed,397679,,1,
801,127,Directed,397645,,1,
1136,127,Directed,397566,,1,
1018,127,Directed,397496,,1,
787,127,Directed,397441,,1,
487,127,Directed,397372,,1,
584,127,Directed,396894,,1,
1010,127,Directed,396828,,1,
751,127,Directed,396799,,1,
1175,127,Directed,396731,,1,
823,127,Directed,396712,,1,
1173,127,Directed,396674,,1,
353,127,Directed,396657,,1,
501,127,Directed,396620,,1,
653,127,Directed,396468,,1,
160,127,Directed,396386,,1,
516,127,Directed,396220,,1,
792,127,Directed,396156,,1,
486,127,Directed,396126,,1,
638,127,Directed,396085,,1,
747,127,Directed,396027,,1,
999,127,Directed,395970,,1,
168,127,Directed,395941,,1,
936,127,Directed,395862,,1,
800,127,Directed,395830,,1,
1111,127,Directed,395780,,1,
869,127,Directed,395736,,1,
892,127,Directed,395585,,1,
786,127,Directed,395490,,1,
763,127,Directed,395419,,1,
745,127,Directed,395349,,1,
993,127,Directed,395302,,1,
991,127,Directed,395226,,1,
177,127,Directed,395160,,1,
762,127,Directed,395096,,1,
799,127,Directed,395036,,1,
270,127,Directed,395008,,1,
860,127,Directed,394816,,1,
985,127,Directed,394785,,1,
540,127,Directed,394739,,1,
547,127,Directed,394531,,1,
1103,127,Directed,394491,,1,
539,127,Directed,394440,,1,
538,127,Directed,394300,,1,
978,127,Directed,394251,,1,
712,127,Directed,394188,,1,
742,127,Directed,394046,,1,
785,127,Directed,393968,,1,
537,127,Directed,393896,,1,
652,127,Directed,393783,,1,
485,127,Directed,393773,,1,
484,127,Directed,393730,,1,
1117,127,Directed,393440,,1,
1115,127,Directed,393418,,1,
859,127,Directed,393280,,1,
445,127,Directed,393259,,1,
536,127,Directed,393117,,1,
1068,127,Directed,393062,,1,
678,127,Directed,393001,,1,
220,127,Directed,392875,,1,
379,127,Directed,392866,,1,
1092,127,Directed,392822,,1,
350,127,Directed,392807,,1,
741,127,Directed,392782,,1,
791,127,Directed,392615,,1,
1086,127,Directed,392443,,1,
961,127,Directed,392403,,1,
931,127,Directed,392390,,1,
867,127,Directed,392251,,1,
1072,127,Directed,392127,,1,
1056,127,Directed,392017,,1,
960,127,Directed,391997,,1,
929,127,Directed,391984,,1,
580,127,Directed,391944,,1,
928,127,Directed,391914,,1,
927,127,Directed,391889,,1,
551,127,Directed,391744,,1,
660,127,Directed,391599,,1,
891,127,Directed,391395,,1,
338,127,Directed,390663,,1,
894,127,Directed,390469,,1,
864,127,Directed,390350,,1,
371,127,Directed,390312,,1,
879,127,Directed,390302,,1,
857,127,Directed,390276,,1,
688,127,Directed,390034,,1,
738,127,Directed,389988,,1,
370,127,Directed,389916,,1,
766,127,Directed,389802,,1,
436,127,Directed,389729,,1,
736,127,Directed,389708,,1,
247,127,Directed,387274,,1,
344,127,Directed,386842,,1,
334,127,Directed,386595,,1,
181,127,Directed,386565,,1,
412,127,Directed,386084,,1,
283,127,Directed,383754,,1,
461,127,Directed,383518,,1,
129,127,Directed,380894,,1,
128,148,Directed,380699,,1,
128,147,Directed,380697,,1,
128,146,Directed,380695,,1,
128,145,Directed,380694,,1,
128,144,Directed,380688,,1,
128,142,Directed,380677,,1,
128,141,Directed,380675,,1,
128,140,Directed,380671,,1,
128,138,Directed,380668,,1,
128,137,Directed,380666,,1,
128,135,Directed,380661,,1,
128,134,Directed,380660,,1,
128,133,Directed,380659,,1,
128,132,Directed,380656,,1,
128,131,Directed,380654,,1,
128,130,Directed,380651,,1,
128,129,Directed,380647,,1,
675,128,Directed,394839,,1,
147,128,Directed,389387,,1,
145,128,Directed,389052,,1,
578,128,Directed,387417,,1,
215,128,Directed,386625,,1,
138,128,Directed,384052,,1,
137,128,Directed,383850,,1,
238,128,Directed,383520,,1,
135,128,Directed,382903,,1,
201,128,Directed,382710,,1,
134,128,Directed,382628,,1,
129,193,Directed,380890,,1,
129,186,Directed,380887,,1,
775,129,Directed,398141,,1,
145,129,Directed,389054,,1,
250,129,Directed,388981,,1,
193,129,Directed,387709,,1,
159,129,Directed,386867,,1,
130,129,Directed,381354,,1,
624,130,Directed,389579,,1,
173,130,Directed,388831,,1,
144,130,Directed,388419,,1,
248,130,Directed,388021,,1,
650,130,Directed,387982,,1,
269,130,Directed,387766,,1,
244,130,Directed,386310,,1,
242,130,Directed,385128,,1,
292,130,Directed,384395,,1,
138,130,Directed,384055,,1,
275,130,Directed,383259,,1,
186,130,Directed,382735,,1,
134,130,Directed,382632,,1,
325,130,Directed,381865,,1,
131,183,Directed,382022,,1,
131,339,Directed,382021,,1,
131,338,Directed,382020,,1,
131,337,Directed,382014,,1,
131,277,Directed,382013,,1,
131,246,Directed,382011,,1,
131,187,Directed,382006,,1,
131,240,Directed,382005,,1,
131,261,Directed,382004,,1,
131,275,Directed,382003,,1,
131,260,Directed,381999,,1,
633,131,Directed,396278,,1,
338,131,Directed,390610,,1,
623,131,Directed,389493,,1,
376,131,Directed,389197,,1,
248,131,Directed,388026,,1,
578,131,Directed,387425,,1,
337,131,Directed,387194,,1,
277,131,Directed,387160,,1,
159,131,Directed,386881,,1,
244,131,Directed,386313,,1,
412,131,Directed,386029,,1,
153,131,Directed,385961,,1,
141,131,Directed,385596,,1,
309,131,Directed,385231,,1,
195,131,Directed,384486,,1,
241,131,Directed,384096,,1,
203,131,Directed,383952,,1,
137,131,Directed,383856,,1,
238,131,Directed,383530,,1,
134,131,Directed,382634,,1,
396,131,Directed,382600,,1,
260,131,Directed,382297,,1,
325,131,Directed,381870,,1,
317,131,Directed,381643,,1,
281,131,Directed,381591,,1,
235,131,Directed,381495,,1,
258,131,Directed,381122,,1,
132,177,Directed,382222,,1,
437,132,Directed,399293,,1,
868,132,Directed,394099,,1,
247,132,Directed,387245,,1,
215,132,Directed,386637,,1,
294,132,Directed,386281,,1,
412,132,Directed,386030,,1,
153,132,Directed,385963,,1,
589,132,Directed,385542,,1,
424,132,Directed,385506,,1,
233,132,Directed,384768,,1,
